GEOID,NAME,variable,estimate,moe
0174304,"Sweet Water town, Alabama",B01003_001,239,89
0150192,"Monroeville city, Alabama",B01003_001,5917,24
0143720,"Livingston city, Alabama",B01003_001,3297,17
0155200,"Northport city, Alabama",B01003_001,30714,37
0174592,"Talladega city, Alabama",B01003_001,15071,27
0174688,"Tallassee city, Alabama",B01003_001,5174,581
0159472,"Phenix City city, Alabama",B01003_001,38413,37
0129992,"Glencoe city, Alabama",B01003_001,5343,17
0119336,"Dadeville city, Alabama",B01003_001,3062,20
0159064,"Perdido CDP, Alabama",B01003_001,621,254
0119744,"Dauphin Island town, Alabama",B01003_001,1793,374
0151469,"Morrison Crossroads CDP, Alabama",B01003_001,169,146
0176208,"Tidmore Bend CDP, Alabama",B01003_001,1007,302
0143264,"Lineville city, Alabama",B01003_001,2733,429
0130448,"Goldville town, Alabama",B01003_001,79,45
0104660,"Bay Minette city, Alabama",B01003_001,8159,24
0101708,"Andalusia city, Alabama",B01003_001,8841,28
0105692,"Benton town, Alabama",B01003_001,27,21
0167176,"Rutledge town, Alabama",B01003_001,237,99
0126824,"Flomaton town, Alabama",B01003_001,1606,450
0122216,"East Brewton city, Alabama",B01003_001,3215,726
0160240,"Pine Hill town, Alabama",B01003_001,846,245
0138152,"Jackson city, Alabama",B01003_001,4719,21
0180064,"Waterloo town, Alabama",B01003_001,104,34
0102320,"Argo town, Alabama",B01003_001,4416,180
0148376,"Midfield city, Alabama",B01003_001,5159,21
0159760,"Pike Road town, Alabama",B01003_001,9651,37
0140648,"Ladonia CDP, Alabama",B01003_001,4025,791
0108272,"Bon Secour CDP, Alabama",B01003_001,2791,1293
0114968,"Chunchula CDP, Alabama",B01003_001,152,153
0179008,"Vincent town, Alabama",B01003_001,1679,371
0144728,"Luverne city, Alabama",B01003_001,2728,25
0169648,"Sheffield city, Alabama",B01003_001,9330,30
0169840,"Shiloh town, Alabama",B01003_001,422,201
0171832,"Southside city, Alabama",B01003_001,9358,49
0182872,"Wilton town, Alabama",B01003_001,685,237
0146768,"Marion city, Alabama",B01003_001,3128,8
0132896,"Hammondville town, Alabama",B01003_001,409,121
0135200,"Hodges town, Alabama",B01003_001,315,182
0163768,"Red Level town, Alabama",B01003_001,476,188
0152680,"Movico CDP, Alabama",B01003_001,47,60
0132584,"Hackneyville CDP, Alabama",B01003_001,594,303
0117368,"Cordova city, Alabama",B01003_001,1971,343
0177880,"Union Springs city, Alabama",B01003_001,3341,15
0102908,"Ashville city, Alabama",B01003_001,2438,772
0157504,"Owens Cross Roads town, Alabama",B01003_001,2567,21
0144160,"Lookout Mountain CDP, Alabama",B01003_001,1287,310
0109328,"Bridgeport city, Alabama",B01003_001,2366,345
0154312,"New Market CDP, Alabama",B01003_001,1095,343
0115376,"Clayton town, Alabama",B01003_001,2230,212
0152344,"Mount Olive CDP (Jefferson County), Alabama",B01003_001,4224,803
0156472,"Ohatchee town, Alabama",B01003_001,988,249
0105932,"Berry town, Alabama",B01003_001,983,243
0161008,"Pleasant Grove city, Alabama",B01003_001,9549,56
0172888,"Steele town, Alabama",B01003_001,1515,432
0170416,"Silas town, Alabama",B01003_001,387,129
0112070,"Carlisle-Rockledge CDP, Alabama",B01003_001,2232,529
0109500,"Brook Highland CDP, Alabama",B01003_001,8008,726
0121890,"Dunnavant CDP, Alabama",B01003_001,1134,434
0134984,"Hissop CDP, Alabama",B01003_001,121,129
0182104,"White Plains CDP, Alabama",B01003_001,815,405
0163495,"Ray CDP, Alabama",B01003_001,466,241
0138032,"Ivalee CDP, Alabama",B01003_001,688,184
0152320,"Mount Olive CDP (Coosa County), Alabama",B01003_001,331,192
0159880,"Pine Apple town, Alabama",B01003_001,162,77
0151456,"Morris town, Alabama",B01003_001,2273,456
0140928,"Lake View town, Alabama",B01003_001,3611,238
0123344,"Eldridge town, Alabama",B01003_001,93,45
0162688,"Providence town, Alabama",B01003_001,122,68
0115136,"Clanton city, Alabama",B01003_001,8776,30
0181528,"West Point town, Alabama",B01003_001,613,166
0153448,"Nectar town, Alabama",B01003_001,476,178
0183976,"Yellow Bluff town, Alabama",B01003_001,140,91
0164040,"Reeltown CDP, Alabama",B01003_001,462,295
0145316,"Macedonia CDP, Alabama",B01003_001,215,169
0153232,"Nances Creek CDP, Alabama",B01003_001,459,247
0146600,"Marbury CDP, Alabama",B01003_001,2126,923
0119360,"Daleville city, Alabama",B01003_001,4901,18
0178240,"Valley Head town, Alabama",B01003_001,810,451
0143384,"Lisman town, Alabama",B01003_001,453,165
0124184,"Enterprise city, Alabama",B01003_001,28513,171
0177784,"Union Grove town, Alabama",B01003_001,75,50
0158968,"Pennington town, Alabama",B01003_001,628,269
0142352,"Lester town, Alabama",B01003_001,141,75
0137000,"Huntsville city, Alabama",B01003_001,215025,162
0140096,"Kinston town, Alabama",B01003_001,797,251
0105164,"Belk town, Alabama",B01003_001,347,172
0163912,"Redstone Arsenal CDP, Alabama",B01003_001,991,179
0181744,"Whatley CDP, Alabama",B01003_001,215,155
0229180,"Golovin city, Alaska",B01003_001,185,50
0241720,"Kotlik city, Alaska",B01003_001,1272,273
0284070,"White Mountain city, Alaska",B01003_001,194,46
0260750,"Pilot Station city, Alaska",B01003_001,380,125
0214330,"Chuathbaluk city, Alaska",B01003_001,92,30
0226760,"Fort Yukon city, Alaska",B01003_001,476,91
0236400,"Juneau city and borough, Alaska",B01003_001,32108,NA
0268230,"Selawik city, Alaska",B01003_001,557,111
0202080,"Anaktuvuk Pass city, Alaska",B01003_001,222,81
0201420,"Aleknagik city, Alaska",B01003_001,121,41
0275160,"Tanana city, Alaska",B01003_001,214,61
0203000,"Anchorage municipality, Alaska",B01003_001,290674,NA
0221810,"Ekwok city, Alaska",B01003_001,51,22
0256680,"Nunapitchuk city, Alaska",B01003_001,827,155
0260460,"Petersville CDP, Alaska",B01003_001,38,41
0232150,"Healy CDP, Alaska",B01003_001,865,212
0285280,"Willow CDP, Alaska",B01003_001,1952,315
0254260,"Nikolski CDP, Alaska",B01003_001,12,13
0260860,"Pitkas Point CDP, Alaska",B01003_001,239,74
0239740,"Kipnuk CDP, Alaska",B01003_001,572,104
0220020,"Dry Creek CDP, Alaska",B01003_001,202,132
0270870,"Skwentna CDP, Alaska",B01003_001,63,47
0284120,"Whitestone CDP, Alaska",B01003_001,38,41
0228740,"Glennallen CDP, Alaska",B01003_001,522,179
0233030,"Holy Cross city, Alaska",B01003_001,277,78
0246010,"McGrath city, Alaska",B01003_001,226,54
0268670,"Shageluk city, Alaska",B01003_001,65,28
0200650,"Akhiok city, Alaska",B01003_001,98,64
0253270,"Newhalen city, Alaska",B01003_001,92,35
0259650,"Pelican city, Alaska",B01003_001,57,26
0222910,"Emmonak city, Alaska",B01003_001,1293,256
0275930,"Teller city, Alaska",B01003_001,279,64
0201970,"Ambler city, Alaska",B01003_001,277,108
0218510,"Deering city, Alaska",B01003_001,189,52
0234460,"Hydaburg city, Alaska",B01003_001,328,66
0266470,"St. Paul city, Alaska",B01003_001,349,91
0252720,"Napaskiak city, Alaska",B01003_001,582,175
0236540,"Kachemak city, Alaska",B01003_001,787,174
0229290,"Goodnews Bay city, Alaska",B01003_001,118,41
0206520,"Bethel city, Alaska",B01003_001,6312,67
0267680,"Scammon Bay city, Alaska",B01003_001,506,116
0226835,"Four Mile Road CDP, Alaska",B01003_001,5,7
0264820,"Rampart CDP, Alaska",B01003_001,41,32
0214000,"Chistochina CDP, Alaska",B01003_001,45,33
0201860,"Allakaket city, Alaska",B01003_001,220,79
0266140,"St. Mary's city, Alaska",B01003_001,992,157
0264600,"Quinhagak city, Alaska",B01003_001,1079,169
0213230,"Chevak city, Alaska",B01003_001,432,322
0238910,"Kenny Lake CDP, Alaska",B01003_001,222,150
0248200,"Mendeltna CDP, Alaska",B01003_001,89,81
0259320,"Paxson CDP, Alaska",B01003_001,0,10
0261190,"Point Baker CDP, Alaska",B01003_001,0,10
0261700,"Point Lay CDP, Alaska",B01003_001,172,90
0264380,"Prudhoe Bay CDP, Alaska",B01003_001,1986,463
0286490,"Yakutat CDP, Alaska",B01003_001,564,76
0219750,"Dot Lake Village CDP, Alaska",B01003_001,0,10
0232310,"Healy Lake CDP, Alaska",B01003_001,26,20
0278680,"Trapper Creek CDP, Alaska",B01003_001,303,78
0253820,"Newtok CDP, Alaska",B01003_001,96,46
0203110,"Anchor Point CDP, Alaska",B01003_001,2260,238
0250190,"Moose Pass CDP, Alaska",B01003_001,199,133
0254480,"Ninilchik CDP, Alaska",B01003_001,964,207
0259540,"Pedro Bay CDP, Alaska",B01003_001,13,9
0212350,"Chase CDP, Alaska",B01003_001,26,41
0261788,"Point MacKenzie CDP, Alaska",B01003_001,1707,313
0251960,"Nabesna CDP, Alaska",B01003_001,0,10
0204430,"Atmautluak CDP, Alaska",B01003_001,34,29
0280770,"Unalaska city, Alaska",B01003_001,4342,148
0200870,"Akiak city, Alaska",B01003_001,298,87
0281320,"Upper Kalskag city, Alaska",B01003_001,253,53
0214110,"Chitina CDP, Alaska",B01003_001,71,47
0214880,"Circle CDP, Alaska",B01003_001,45,24
0225880,"Flat CDP, Alaska",B01003_001,0,10
0274350,"Susitna North CDP, Alaska",B01003_001,1543,369
0212970,"Chenega CDP, Alaska",B01003_001,58,30
0219720,"Dot Lake CDP, Alaska",B01003_001,0,10
0239630,"King Salmon CDP, Alaska",B01003_001,383,87
0272985,"Steele Creek CDP, Alaska",B01003_001,6542,1373
0228590,"Glacier View CDP, Alaska",B01003_001,216,63
0207620,"Birch Creek CDP, Alaska",B01003_001,3,5
0244580,"Livengood CDP, Alaska",B01003_001,13,17
0218620,"Delta Junction city, Alaska",B01003_001,1126,200
0220380,"Eagle city, Alaska",B01003_001,99,51
0282860,"Wales city, Alaska",B01003_001,294,76
0240840,"Kobuk city, Alaska",B01003_001,133,47
0227530,"Galena city, Alaska",B01003_001,627,114
0256320,"Nuiqsut city, Alaska",B01003_001,564,227
0280100,"Ugashik CDP, Alaska",B01003_001,0,10
0206630,"Bettles city, Alaska",B01003_001,0,10
0218675,"Deltana CDP, Alaska",B01003_001,2059,281
0267570,"Saxman city, Alaska",B01003_001,361,96
0248540,"Mentasta Lake CDP, Alaska",B01003_001,165,72
0279120,"Tuntutuliak CDP, Alaska",B01003_001,820,360
0242160,"Kupreanof city, Alaska",B01003_001,10,9
0268560,"Seward city, Alaska",B01003_001,2768,11
0208740,"Brevig Mission city, Alaska",B01003_001,625,152
0253710,"New Stuyahok city, Alaska",B01003_001,603,119
0245020,"Loring CDP, Alaska",B01003_001,0,10
0211690,"Central CDP, Alaska",B01003_001,105,84
0270930,"Slana CDP, Alaska",B01003_001,81,67
0248870,"Metlakatla CDP, Alaska",B01003_001,1437,143
0256220,"Northway CDP, Alaska",B01003_001,252,115
0239300,"Kiana city, Alaska",B01003_001,422,87
0212680,"Chefornak city, Alaska",B01003_001,476,84
0262125,"Pope-Vannoy Landing CDP, Alaska",B01003_001,0,10
0242805,"Lake Louise CDP, Alaska",B01003_001,0,10
0274340,"Susitna CDP, Alaska",B01003_001,0,10
0263610,"Port Lions city, Alaska",B01003_001,124,51
0222140,"Elfin Cove CDP, Alaska",B01003_001,16,19
0242380,"Kwethluk city, Alaska",B01003_001,561,122
0265590,"Ruby city, Alaska",B01003_001,194,64
0257340,"Old Harbor city, Alaska",B01003_001,155,68
0276260,"Tenakee Springs city, Alaska",B01003_001,136,53
0237430,"Kaltag city, Alaska",B01003_001,197,60
0249530,"Minto CDP, Alaska",B01003_001,113,43
0223720,"Eureka Roadhouse CDP, Alaska",B01003_001,0,10
0268340,"Seldovia city, Alaska",B01003_001,182,61
0283080,"Wasilla city, Alaska",B01003_001,9267,40
0233470,"Hooper Bay city, Alaska",B01003_001,801,267
0218805,"Denali Park CDP, Alaska",B01003_001,817,282
0255910,"North Pole city, Alaska",B01003_001,2816,605
0225000,"Farm Loop CDP, Alaska",B01003_001,2561,270
0271640,"Soldotna city, Alaska",B01003_001,4394,18
0282750,"Wainwright city, Alaska",B01003_001,621,245
0227640,"Gambell city, Alaska",B01003_001,426,72
0209600,"Buckland city, Alaska",B01003_001,644,108
0267020,"Sand Point city, Alaska",B01003_001,1048,212
0246890,"Manokotak city, Alaska",B01003_001,629,137
0237650,"Kasaan city, Alaska",B01003_001,82,41
0284510,"Whittier city, Alaska",B01003_001,377,97
0203880,"Anvik city, Alaska",B01003_001,74,33
0201090,"Akutan city, Alaska",B01003_001,911,281
0221040,"Eek city, Alaska",B01003_001,475,96
0221150,"Egegik city, Alaska",B01003_001,46,44
0253050,"Nenana city, Alaska",B01003_001,508,102
0268890,"Shaktoolik city, Alaska",B01003_001,312,74
0251455,"Mud Bay CDP, Alaska",B01003_001,62,39
0205000,"Badger CDP, Alaska",B01003_001,19182,1742
0213670,"Chignik Lagoon CDP, Alaska",B01003_001,39,23
0274610,"Takotna CDP, Alaska",B01003_001,58,36
0229130,"Goldstream CDP, Alaska",B01003_001,2798,875
0243810,"Levelock CDP, Alaska",B01003_001,28,18
0266550,"Salcha CDP, Alaska",B01003_001,689,210
0227090,"Fritz Creek CDP, Alaska",B01003_001,2163,220
0272190,"South Naknek CDP, Alaska",B01003_001,53,26
0240510,"Klukwan CDP, Alaska",B01003_001,67,27
0213450,"Chicken CDP, Alaska",B01003_001,0,10
0228200,"Gateway CDP, Alaska",B01003_001,6241,545
0240670,"Knik River CDP, Alaska",B01003_001,822,154
0261120,"Pleasant Valley CDP, Alaska",B01003_001,623,424
0225220,"Ferry CDP, Alaska",B01003_001,26,32
0275050,"Tanacross CDP, Alaska",B01003_001,136,64
0201305,"Alatna CDP, Alaska",B01003_001,36,21
0264930,"Red Devil CDP, Alaska",B01003_001,6,7
0271090,"Sleetmute CDP, Alaska",B01003_001,73,28
0226910,"Fox River CDP, Alaska",B01003_001,712,184
0248590,"Mertarvik CDP, Alaska",B01003_001,0,10
0276590,"Tetlin CDP, Alaska",B01003_001,201,94
0221370,"Eielson AFB CDP, Alaska",B01003_001,3071,385
0223900,"Excursion Inlet CDP, Alaska",B01003_001,62,28
0263280,"Port Graham CDP, Alaska",B01003_001,142,66
0281920,"Utqiaġvik city, Alaska",B01003_001,4876,31
0230060,"Grayling city, Alaska",B01003_001,210,52
0233910,"Hughes city, Alaska",B01003_001,34,15
0242050,"Koyukuk city, Alaska",B01003_001,74,33
0220716,"Eareckson Station CDP, Alaska",B01003_001,166,70
0204500,"Atqasuk city, Alaska",B01003_001,119,57
0236990,"Kaktovik city, Alaska",B01003_001,201,67
0236770,"Kake city, Alaska",B01003_001,473,73
0220970,"Edna Bay city, Alaska",B01003_001,21,21
0238970,"Ketchikan city, Alaska",B01003_001,8168,29
0240950,"Kodiak city, Alaska",B01003_001,5584,17
0243040,"Larsen Bay city, Alaska",B01003_001,46,35
0258550,"Ouzinkie city, Alaska",B01003_001,90,43
0213550,"Chignik city, Alaska",B01003_001,54,30
0255030,"Nondalton city, Alaska",B01003_001,40,22
0263390,"Port Heiden city, Alaska",B01003_001,63,25
0233800,"Houston city, Alaska",B01003_001,1613,184
0217410,"Cordova city, Alaska",B01003_001,2507,121
0201200,"Alakanuk city, Alaska",B01003_001,1138,233
0251180,"Mountain Village city, Alaska",B01003_001,884,218
0256600,"Nunam Iqua city, Alaska",B01003_001,59,42
0230940,"Gustavus city, Alaska",B01003_001,710,153
0224230,"Fairbanks city, Alaska",B01003_001,32496,58
0233360,"Hoonah city, Alaska",B01003_001,896,139
0203990,"Arctic Village CDP, Alaska",B01003_001,199,54
0258660,"Palmer city, Alaska",B01003_001,6091,62
0252390,"Napakiak city, Alaska",B01003_001,692,201
0239410,"King Cove city, Alaska",B01003_001,1108,195
0203550,"Aniak city, Alaska",B01003_001,551,69
0247990,"Mekoryuk city, Alaska",B01003_001,315,68
0278240,"Toksook Bay city, Alaska",B01003_001,914,198
0215430,"Clark's Point city, Alaska",B01003_001,31,20
0218950,"Dillingham city, Alaska",B01003_001,2175,250
0238420,"Kenai city, Alaska",B01003_001,7477,21
0216530,"Cold Bay city, Alaska",B01003_001,143,62
0282200,"Valdez city, Alaska",B01003_001,3935,28
0219060,"Diomede city, Alaska",B01003_001,47,28
0241940,"Koyuk city, Alaska",B01003_001,300,50
0254920,"Nome city, Alaska",B01003_001,3710,29
0267460,"Savoonga city, Alaska",B01003_001,823,182
0272960,"Stebbins city, Alaska",B01003_001,654,167
0255140,"Noorvik city, Alaska",B01003_001,654,142
0217740,"Craig city, Alaska",B01003_001,1073,100
0277140,"Thorne Bay city, Alaska",B01003_001,482,98
0265800,"St. George city, Alaska",B01003_001,57,53
0213890,"Chisana CDP, Alaska",B01003_001,0,10
0223790,"Evansville CDP, Alaska",B01003_001,27,26
0277690,"Togiak city, Alaska",B01003_001,842,168
0260640,"Pilot Point city, Alaska",B01003_001,72,24
0217300,"Copper Center CDP, Alaska",B01003_001,329,83
0227420,"Gakona CDP, Alaska",B01003_001,155,86
0230500,"Gulkana CDP, Alaska",B01003_001,69,39
0245790,"McCarthy CDP, Alaska",B01003_001,2,4
0270320,"Silver Springs CDP, Alaska",B01003_001,106,55
0275480,"Tazlina CDP, Alaska",B01003_001,439,119
0263170,"Port Clarence CDP, Alaska",B01003_001,40,4
0264980,"Red Dog Mine CDP, Alaska",B01003_001,0,10
0263870,"Port Protection CDP, Alaska",B01003_001,14,17
0254150,"Nikolai city, Alaska",B01003_001,87,28
0216750,"College CDP, Alaska",B01003_001,12376,1120
0226870,"Fox CDP, Alaska",B01003_001,195,300
0216630,"Coldfoot CDP, Alaska",B01003_001,270,56
0246780,"Manley Hot Springs CDP, Alaska",B01003_001,17,18
0285610,"Wiseman CDP, Alaska",B01003_001,19,33
0227700,"Game Creek CDP, Alaska",B01003_001,0,10
0232550,"Hobart Bay CDP, Alaska",B01003_001,0,10
0206850,"Big Delta CDP, Alaska",B01003_001,545,208
0220600,"Eagle Village CDP, Alaska",B01003_001,68,40
0277800,"Tok CDP, Alaska",B01003_001,1352,230
0242490,"Kwigillingok CDP, Alaska",B01003_001,589,125
0244030,"Lime Village CDP, Alaska",B01003_001,9,9
0258330,"Oscarville CDP, Alaska",B01003_001,88,39
0278790,"Tuluksak CDP, Alaska",B01003_001,456,352
0279230,"Tununak CDP, Alaska",B01003_001,450,108
0217670,"Covenant Life CDP, Alaska",B01003_001,25,21
0231050,"Haines CDP, Alaska",B01003_001,1762,116
0252940,"Nelson Lagoon CDP, Alaska",B01003_001,94,34
0250800,"Mosquito Lake CDP, Alaska",B01003_001,154,105
0252060,"Naknek CDP, Alaska",B01003_001,418,69
0215320,"Clam Gulch CDP, Alaska",B01003_001,279,138
0200760,"Akiachak CDP, Alaska",B01003_001,415,98
0237975,"Kasigluk CDP, Alaska",B01003_001,389,97
0210150,"Cantwell CDP, Alaska",B01003_001,117,43
0206245,"Beluga CDP, Alaska",B01003_001,4,4
0216420,"Cohoe CDP, Alaska",B01003_001,1520,336
0227145,"Funny River CDP, Alaska",B01003_001,1072,281
0231710,"Happy Valley CDP, Alaska",B01003_001,748,127
0233580,"Hope CDP, Alaska",B01003_001,133,109
0237250,"Kalifornsky CDP, Alaska",B01003_001,8380,930
0265345,"Ridgeway CDP, Alaska",B01003_001,2749,461
0268370,"Seldovia Village CDP, Alaska",B01003_001,209,55
0201560,"Aleneva CDP, Alaska",B01003_001,0,10
0237540,"Karluk CDP, Alaska",B01003_001,27,25
0285680,"Womens Bay CDP, Alaska",B01003_001,1063,275
0241280,"Kokhanok CDP, Alaska",B01003_001,115,35
0262620,"Port Alsworth CDP, Alaska",B01003_001,158,112
0209657,"Buffalo Soapstone CDP, Alaska",B01003_001,959,179
0213340,"Chickaloon CDP, Alaska",B01003_001,283,149
0225550,"Fishhook CDP, Alaska",B01003_001,5115,453
0243260,"Lazy Mountain CDP, Alaska",B01003_001,1639,186
0241610,"Kongiganak CDP, Alaska",B01003_001,353,129
0274525,"Sutton-Alpine CDP, Alaska",B01003_001,1323,251
0274830,"Talkeetna CDP, Alaska",B01003_001,1044,333
0275077,"Tanaina CDP, Alaska",B01003_001,9682,680
0272135,"South Lakes CDP, Alaska",B01003_001,6414,539
0224980,"Farmers Loop CDP, Alaska",B01003_001,4179,760
0261825,"Point Possession CDP, Alaska",B01003_001,0,10
0203220,"Anderson city, Alaska",B01003_001,173,48
0204670,"Attu Station CDP, Alaska",B01003_001,17,37
0252915,"Nelchina CDP, Alaska",B01003_001,135,80
0242820,"Lake Minchumina CDP, Alaska",B01003_001,14,17
